,canonical
361,CC(C)(C)Cc1cnc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@H]1Cc3cccc(c3)CCCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2
362,COC(OC)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
363,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(C(=O)N(CCC)CCC)c1
364,CCCN(CCC)C(=O)c1cc(CCO)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1
365,CO/N=C(\C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1
366,CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1
367,CCCN(CCC)C(=O)c1cc(Oc2ccc(OC)cc2)cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1
368,CC[C@@H](C)[NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C
369,COc1ccc([C@@]2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C
370,CC(C)[C@@H](NC(=O)[C@@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1
371,CCc1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc(CC)n1
372,C[C@@H]([NH2+]C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(Cl)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1
373,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(-c3cccnc3F)c2)N=C1N
374,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCF)c2)N=C1N
375,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCF)c2)N=C1N
376,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCO)c2)N=C1N
377,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCCCO)c2)N=C1N
378,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(OCCCF)c2)N=C1N
379,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCCC(F)F)c2)N=C1N
380,COC[C@H]1CCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21
381,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCC3CCOCC3)cc2c1
382,CC[C@@H](C)[C@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@H]2C[C@H](OCc3ccc(F)cc3)C[NH2+]2)C1=O
383,CCn1cc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1
384,CCCCn1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1
385,CCC(=O)c1cc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cs1
386,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1
387,COC[C@@H](Oc1cc(C[C@@H]2C[S@](=O)C[C@H]([NH2+][C@H](C)c3cccc(C(C)(C)C)c3)[C@@H]2O)cc(F)c1N)C(F)(F)F
388,COC[C@@H](Oc1cc(C[C@@H]2C[S@](=O)C[C@@H]([NH2+]Cc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F
389,CC(=O)N[C@H](Cc1ccc(F)c(C(F)(F)F)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
390,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(N(c3ccccc3)S(C)(=O)=O)c2)c1
391,CCCN(CCC)C(=O)c1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(S(=O)(=O)c2ccccc2)c1
392,C#CC[NH2+]C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C
393,COc1ccc(N(c2cccc(C(=O)N[C@H](Cc3ccccc3)[C@H](O)C[NH2+][C@H](C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)cc1
394,C[C@@H]([NH2+]C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)c1cccc(N(c2cc(Cl)cc(Cl)c2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1
395,C[C@@H](Cc1cc2cc(-c3ncccc3Cl)ccc2nc1N)C(=O)NCCC(C)(C)C
396,COc1cccc(C[NH2+]C[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](CC3CC3)(NC(C)=O)C2=O)c1
397,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OC4CCC4)c3)[C@H]2O)c1
398,C#Cc1cccc(C[C@@H](NC(=O)COC)[C@@H](O)C[NH2+][C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1F
399,CCC(=O)N[C@H](Cc1cccc(-c2nccs2)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
400,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1
401,CCCN(CCC)C(=O)c1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)cc(S(=O)(=O)c2ccc(OC)cc2)c1
402,COCC#Cc1cc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)ccc1F
403,CCOC[C@H]1CCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21
404,CN1CC[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N
405,COC[C@@H](Oc1cc(C[C@@H]2C[S@](=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)CO)c3)[C@@H]2O)cc(F)c1N)C(F)(F)F
406,CCn1cc([C@]2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
407,CCCN(CCC)C(=O)c1cc(Sc2ccccc2)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1
408,CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)C(=O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2
409,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(-c2ccccc2)c1
410,COCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F
411,CCCCN(C)C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cc(F)ccc21
412,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)OCC3(F)F)c2)cn1
413,COC[C@H](Oc1cc(C[C@@H]2C[S@](=O)C[C@@H]([NH2+]Cc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
414,COc1cncc(-c2cccc([C@@]3(c4ccc(OC(F)F)cc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1
415,CC(=O)N[C@H](Cc1ccc(OC(F)(F)F)cc1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
416,CCc1cn2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(OC)c4)cc13)NS(=O)(=O)CC2
417,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@@]1(c2cccc(C(C)(C)C)c2)CCc2nc(N)ncc2C1
418,CCS(=O)(=O)c1cc(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1
419,CC(C)c1cccc(C[NH2+]C[C@H](O)[C@H]2COC/C=C/CCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1
420,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCCOC(N)=N1
421,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)C[NH2+]C4CCOCC4)cc13)N(C)S(=O)(=O)CC2
422,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C)cc13)N(C)S(=O)(=O)CC2
423,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)ccn1
424,CC(=O)c1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCCC(C)(C)C)cc2c1
425,CCC(=O)c1cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1
426,CC#Cc1cccc(C[C@@H](NC(=O)COC)[C@H](O)C[NH2+][C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1
427,CN(c1cc2cc(c1)C(=O)N[C@H]([C@@H](O)C[NH2+]Cc1cccc(C(C)(C)C)c1)COC/C=C/CCNC2=O)S(C)(=O)=O
428,CN1C(=O)C[C@@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C1N
429,CCn1cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
430,CCCN(CCC)C(=O)c1cc(C[C@H](C)O)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1
431,CC[C@H](Cc1cc2cc(-c3ccccc3C)ccc2nc1N)C(=O)NCC1CCCCC1
432,Cc1cccnc1-c1ccc2nc(N)c(C[C@H](C)C(=O)NCCC(C)(C)C)cc2c1
433,CCC[C@@H](O)[C@@H]1CCN([C@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](O)C[NH2+]2)C1=O
434,CC(C)CCn1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1
435,CCO[C@H](C)C(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
436,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@H]2COCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1
437,CCCc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2
438,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1
439,Cc1cc2cc(n1)OCCCCOc1cccc(c1)C[C@@H]([C@@H](O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)NC2=O
440,CCCOc1cccc2c1C[NH2+][C@@H]([C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)[C@H](CCc1ccccc1)N1CC[C@](NC(C)=O)([C@H](C)CC)C1=O)C2
441,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@]2(C)N=C(N)OCC2(F)F)c1
442,CCNc1cc(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1OC
443,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+][C@@H]2CCc3ccc(OC)cc32)cc(N2CCCCS2(=O)=O)c1
444,CC(=O)N[C@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@@]1(c2cccc(C(C)(C)C)c2)CCNC(=O)C1
445,COc1cccc(N(c2cccc(C(=O)N[C@H](Cc3ccccc3)[C@H](O)C[NH2+][C@H](C)C(=O)NC3CCCCC3)c2)S(C)(=O)=O)c1
446,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@H]2COCCCCCCNC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1
447,CN1C(=O)[C@@]2(CC(C)(C)Cc3ccc(-c4cccc(C#N)c4)cc32)N=C1N
448,COC[C@H](Oc1cc(C[C@@H]2C[S@](=O)C[C@@H]([NH2+]Cc3cccc(C(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
449,COc1ccc(C[C@@H](NC(C)=O)[C@H](O)C[NH2+][C@@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1OC
450,CCn1cnc2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21
451,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc2c1CCCS(=O)(=O)N2C
452,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[NH2+][C@]1(c2cccc(C(C)(C)C)c2)CC[C@H](NO)CC1
453,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@H]2Cc3cccc(c3)OCCCCNc3cc(cc(N4C=COC4)c3)C(=O)N2)c1
454,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@@H]2C[C@@H](OCCC)C[NH2+]2)C1=O
455,CN1C(=O)[C@]2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)N=C1N
456,C[C@@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F
457,COC[C@@H](Oc1cc(C[C@H]2C[S@@](=O)C[C@@H]([NH2+]Cc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F
458,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1
459,CCCN(CCC)C(=O)c1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)cc([C@H](C)NC(C)=O)c1
460,CCn1cc2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]CC(F)F)cc31)N(C)S(=O)(=O)CC2
461,CCc1cn2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc13)N(C)S(=O)(=O)CC2
462,CCc1cn2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc13)N(CC)S(=O)(=O)CC2
463,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN21
464,COc1ccc([C@]2(c3ccc(F)c(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C
465,COc1ccc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1C
466,C[C@@H](NC(=O)c1cc(-c2ccc([C@@](C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
467,C[C@@H]([NH2+]C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)c1cccc(N(c2ccc(C(F)(F)F)cc2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1
468,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(/C(F)=C\C3CC3)c2)N=C1N
469,COC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
470,COCC/C=C/c1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
471,CC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
472,CC(C)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
473,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CC3CC3)c2)N=C1N
474,COCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
475,COCCC#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
476,C[C@@H](O)C#Cc1cccc([C@@]2(c3ccc(OC(F)F)cc3)N=C(N)N(C)C2=O)c1
477,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(OCC3CC3)c2)N=C1N
478,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CC3CC3)c2)N=C1N
479,Cc1cc([C@]2(c3ccc(F)c(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F
480,Cc1cc([C@]2(c3ccc(F)c(C#CCF)c3)N=C(N)N(C)C2=O)ccc1OC(F)F
481,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCc3ccccc3)cc2c1
482,COc1cccc(C[NH2+]C[C@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](CCc2ccccc2)N2CC[C@H](CC(C)C)C2=O)c1
483,CN1C(=O)[C@@](c2cccc(-c3cncnc3)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N
484,CN1C(=O)[C@](c2cccc(-c3cncnc3)c2)(c2cnn(CCC3CCCCC3)c2)N=C1N
485,CC(C)Cn1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1
486,CN1C(=O)[C@](c2cccc(-c3cccnc3F)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N
487,CCC(CC)Cn1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1
488,CN1C(=O)[C@@](c2cccc(-c3cccnc3F)c2)(c2cnn(C3CCCC3)c2)N=C1N
489,CC(C)(C)Cc1cnc2c(c1)[C@H]([NH2+]C[C@@H](O)[C@H](Cc1ccc3c(c1)OCO3)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2
490,CS(=O)(=O)N(c1ccccc1)c1cncc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1
491,CCCO[C@@H]1C[NH2+][C@@H]([C@@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](CCc2ccccc2)N2CC[C@@H](C(C)C)C2=O)C1
492,COC[C@H](Oc1cc(C[C@H]2C[S@@](=O)C[C@H]([NH2+]Cc3cnn(CC(C)(C)C)c3)[C@@H]2O)cc(F)c1N)C(F)(F)F
493,CCCN(CCC)C(=O)c1cc(Oc2ccc(F)cc2)cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1
494,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+][C@H](C)CC)cc13)N(C)S(=O)(=O)CC2
495,Cc1cc([C@]2(c3cccc(C#CC4CC4)c3)N=C(N)N(C)C2=O)ccc1OC(F)F
496,CN1C(=O)[C@]2(CC(C)(C)Sc3ccc(-c4cncc(Cl)c4)cc32)N=C1N
497,COc1ccc([C@@]2(c3cccc(-c4cc(Cl)cc(Cl)c4)c3)N=C(N)N3CCCN=C32)cc1
498,CC(=O)N[C@H](Cc1ccc2c(c1)OCCO2)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
499,CC[NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C
500,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1C
501,CCn1ccc2c(N3CCCC3=O)cc(C(=O)N[C@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21
502,CCc1cn2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@@H](O)C[NH2+]C(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)C2
503,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)C[NH2+]C4CCOCC4)cc13)N(C(C)C)S(=O)(=O)CC2
504,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1
505,CCCCN(C)C(=O)n1cc(C(=O)N[C@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(Br)c2)c2cccnc21
506,CCCO[C@@H]1C[NH2+][C@@H]([C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@H](COC)C2=O)C1
507,CN1C(=O)[C@@]2(CC(C)(C)Sc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N
508,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCOCC(N)=N1
509,NC1=N[C@](c2ccc(OC(F)F)cc2)(c2cccc(-c3cncnc3)c2)C2=NCC(F)(F)CN12
510,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[NH2+][C@]1(c2cccc(C(C)(C)C)c2)CC[C@@H](O)CC1
511,CS[C@H]1CC[C@@]([NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1
512,O=C([C@H]1C[NH2+]C[C@@]12CCCc1cc(Br)ccc12)N1CC[C@H](c2ccccc2)C[C@@H]1C1CCCCC1
513,CCOc1cc(C[C@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N
514,CN1C(=O)[C@@]2(CC(C)(C)Cc3ccc(-c4cc(F)cc(Cl)c4)cc32)N=C1N
515,CCCO/N=C(/C)c1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N2CCCCS2(=O)=O)c1
516,CC(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@@H](C(C)(C)N3CCCC3=O)C2)c1
517,CS(=O)(=O)N(c1cccnc1)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1
518,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2C[C@@H](O)C[NH2+]2)C1=O
519,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OC4COC4)c3)[C@@H]2O)c1
520,C[C@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)ccc2F)N=C(N)OCC1(F)F
521,CCc1c[nH]c2c(N3CCCC3=O)cc(C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc12
522,CCN1CC[N@@H+]2CCS(=O)(=O)N(C)[C@@H]3C=C(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(C(F)(F)F)c4)C=C1[C@H]32
523,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[NH2+]CCC(F)(F)F)cc2c1CCCS(=O)(=O)N2C
524,Cc1c(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cccc1N(c1ccccc1)S(C)(=O)=O
525,CCOC[C@H]1CCCCN1C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2cccnc21
526,CC#Cc1cncc(-c2cccc([C@@]3(c4cc(C)c(OC)c(C)c4)N=C(C)C(N)=N3)c2)c1
527,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)OCC1(F)F
528,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OCC1(F)F
529,CC(C)(C)Cc1cnc2c(c1)[C@H]([NH2+]C[C@H](O)[C@@H](Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1)CC1(CCC1)O2
530,C=CCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1
531,CCCN(CCC)C(=O)c1cc(Sc2ccc(OC)cc2)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)c1
532,Cc1cc2cc(n1)NCCCCOc1cccc(c1)C[C@H]([C@@H](O)C[NH2+]Cc1cccc(C(C)C)c1)NC2=O
533,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C(=O)NCC3CCCCC3)C(C)C)cc2c1
534,COc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)N=C(N)OCC3(F)F)c2)cn1
535,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)C[C@H]2COC1
536,CCn1ncc2c(N3CCCC3=O)cc(C(=O)N[C@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21
537,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)CNc4ccc(OC)cc4)cc13)NS(=O)(=O)CCC2
538,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cn(C(=O)N(C)CCC(C)C)c3ncccc23)c1
539,CC(C)(C)c1cccc(C[NH2+][C@@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(-c4cc[nH]n4)c3)[C@H]2O)c1
540,CN1C(=O)[C@@]2(CC(C)(C)Oc3ccc(-c4cc(Cl)cc(Cl)c4)cc32)N=C1N
541,CN1C(=O)[C@@]2(CC(C)(C)Oc3ccc(-c4cccc(OC(F)F)c4)cc32)N=C1N
